TeacherID,EventDate,EventType,CenterID,ClassroomID,Position,Notes
T-0056,4/1/2015,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff voluntarily left (period of higher turnover)
T-0131,4/1/2015,Termination,,CL-HPPS2-01,Assistant Teacher,Staff voluntarily left (period of higher turnover)
T-0143,4/30/2015,Hire,C-HP,CL-HPPS2-01,Teacher,Hire to meet staffing need April 2015
T-0144,4/1/2015,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need April 2015
T-0145,5/26/2015,Hire,C-JP,CL-JPPS1-01,Teacher,Hire to meet staffing need May 2015
T-0146,5/22/2015,Hire,C-LCV,CL-LCVPS-01,Teacher,Hire to meet staffing need May 2015
T-0118,6/1/2015,Termination,,CL-HPTO-01,Lead Teacher,Staff voluntarily left (period of higher turnover)
T-0121,6/1/2015,Termination,,CL-JPTO-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0133,6/1/2015,Termination,,CL-HPPS1-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0143,6/1/2015,Termination,,CL-HPPS2-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0147,6/22/2015,Hire,C-HP,CL-HPPS2-01,Assistant Teacher,Hire to meet staffing need June 2015
T-0148,7/1/2015,Hire,C-HP,CL-HPTO-01,Assistant Teacher,Hire to meet staffing need June 2015
T-0130,7/1/2015,Promotion,,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0146,7/1/2015,Termination,,CL-LCVPS-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0149,7/9/2015,Hire,C-LCV,CL-LCVPS-01,Teacher,Hire to meet staffing need July 2015
T-0122,8/1/2015,Promotion,,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0149,8/1/2015,Termination,,CL-LCVPS-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0139,10/1/2015,Termination,,CL-LCVPS-01,Teacher,Staff voluntarily left (period of higher turnover)
T-0150,10/21/2015,Hire,C-LCV,CL-LCVPS-01,Lead Teacher,Hire to meet staffing need October 2015
T-0026,11/1/2015,Termination,C-TD,CL-TDTO-01,Lead Teacher,Staff voluntarily left (period of higher turnover)
T-0151,11/4/2015,Hire,C-LCV,CL-LCVPS-01,Teacher,Hire to meet staffing need November 2015
T-0124,12/1/2015,Promotion,,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0001,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0003,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0005,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0006,1/1/2016,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0007,1/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0008,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0009,1/1/2016,Promotion,C-TD,CL-TDPS-01,Lead Teacher,Promotion to Lead Teacher
T-0010,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0015,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0017,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0020,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0021,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0022,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0023,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0024,1/1/2016,Promotion,C-TD,CL-TDPS-01,Teacher,Promotion to Teacher
T-0027,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0028,1/1/2016,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0029,1/1/2016,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0030,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0032,1/1/2016,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0033,1/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0034,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0035,1/1/2016,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0036,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0037,1/1/2016,Promotion,C-HP,CL-HPIN-01,Teacher,Promotion to Teacher
T-0038,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0040,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0041,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Teacher,Promotion to Teacher
T-0043,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0044,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0045,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0047,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0048,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0049,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0050,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0051,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0052,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0053,1/1/2016,Promotion,C-TD,CL-TDTO-01,Lead Teacher,Promotion to Lead Teacher
T-0056,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0057,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0058,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0059,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0060,1/1/2016,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0061,1/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0062,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0063,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0064,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0065,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0066,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0067,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0068,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0069,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0070,1/1/2016,Promotion,C-JP,CL-JPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0071,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0072,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0074,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0075,1/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0076,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0077,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0078,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0079,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0080,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0081,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0082,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0084,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0085,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0086,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0087,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0089,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0090,1/1/2016,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0091,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0092,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0095,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0096,1/1/2016,Promotion,C-TD,CL-TDTO-01,Lead Teacher,Promotion to Lead Teacher
T-0097,1/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0098,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0099,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0101,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0102,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0103,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0104,1/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0107,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0109,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0110,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0111,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0112,1/1/2016,Promotion,C-LCV,CL-LCVPS-01,Teacher,Promotion to Teacher
T-0113,1/1/2016,Promotion,C-TD,CL-TDIN-01,Lead Teacher,Promotion to Lead Teacher
T-0114,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0115,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0116,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0117,1/1/2016,Promotion,C-JP,CL-JPPS1-01,Teacher,Promotion to Teacher
T-0118,1/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0120,1/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0121,1/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0122,1/1/2016,Promotion,C-JP,CL-JPTO-01,Teacher,Promotion to Teacher
T-0123,1/1/2016,Promotion,C-TD,CL-TDPS-01,Lead Teacher,Promotion to Lead Teacher
T-0124,1/1/2016,Promotion,C-LCV,CL-LCVIN-01,Teacher,Promotion to Teacher
T-0125,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0126,1/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0130,1/1/2016,Promotion,C-JP,CL-JPPS2-01,Teacher,Promotion to Teacher
T-0131,1/1/2016,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0016,1/1/2016,Termination,C-JP,,Site Supervisor,Staff left for LAUSD or other better-paying positions
T-0025,1/1/2016,Termination,C-TD,CL-TDTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0070,1/1/2016,Termination,C-JP,CL-JPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0078,1/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0087,1/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0089,1/1/2016,Termination,C-HP,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0106,1/1/2016,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0107,1/1/2016,Termination,C-HP,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0148,1/1/2016,Termination,C-HP,CL-HPTO-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0005,2/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0024,2/1/2016,Promotion,C-TD,CL-TDPS-01,Lead Teacher,Promotion to Lead Teacher
T-0029,2/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0032,2/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0034,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0037,2/1/2016,Promotion,C-HP,CL-HPIN-01,Lead Teacher,Promotion to Lead Teacher
T-0038,2/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0040,2/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0041,2/1/2016,Promotion,C-LCV,CL-LCVTO-01,Lead Teacher,Promotion to Lead Teacher
T-0049,2/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0056,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0060,2/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0069,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0072,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0081,2/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0086,2/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0090,2/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0103,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0112,2/1/2016,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0117,2/1/2016,Promotion,C-JP,CL-JPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0122,2/1/2016,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0124,2/1/2016,Promotion,C-LCV,CL-LCVIN-01,Lead Teacher,Promotion to Lead Teacher
T-0002,2/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0015,2/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0040,2/1/2016,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0043,2/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0055,2/1/2016,Termination,C-JP,CL-JPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0066,2/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0072,2/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0122,2/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0136,2/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0140,2/1/2016,Termination,C-JP,CL-JPPS1-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0010,3/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0027,3/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0048,3/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0091,3/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0094,3/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0118,3/1/2016,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0120,3/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0135,3/1/2016,Termination,C-JP,CL-JPPS1-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0143,3/1/2016,Termination,C-HP,CL-HPPS2-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0144,3/1/2016,Termination,C-JP,CL-JPPS1-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0128,4/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0003,4/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0006,4/1/2016,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0039,4/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0047,4/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0079,4/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0124,4/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0141,4/1/2016,Termination,C-LCV,CL-LCVPS-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0037,5/1/2016,Termination,C-HP,CL-HPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0052,5/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0080,5/1/2016,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0093,5/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0121,5/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0129,6/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0054,6/1/2016,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0071,6/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0086,6/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0102,6/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0103,6/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0130,7/1/2016,Promotion,C-JP,CL-JPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0147,7/1/2016,Promotion,C-HP,CL-HPPS2-01,Teacher,Promotion to Teacher
T-0062,7/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0068,7/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0090,7/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0111,7/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0009,8/1/2016,Termination,C-TD,CL-TDPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0035,8/1/2016,Termination,C-JP,CL-JPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0056,8/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0082,8/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0104,8/1/2016,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0150,8/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0131,9/1/2016,Promotion,C-HP,CL-HPPS2-01,Lead Teacher,Promotion to Lead Teacher
T-0132,9/1/2016,Promotion,C-HP,CL-HPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0024,9/1/2016,Termination,C-TD,CL-TDPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0057,9/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0063,9/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0092,9/1/2016,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0128,9/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0130,9/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0115,10/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0133,11/1/2016,Promotion,C-HP,CL-HPPS1-01,Lead Teacher,Promotion to Lead Teacher
T-0036,11/1/2016,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0105,11/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0127,11/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0138,11/1/2016,Termination,C-JP,CL-JPTO-01,Teacher,Staff left for LAUSD or other better-paying positions
T-0026,12/1/2016,Termination,C-TD,CL-TDTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0053,12/1/2016,Termination,C-TD,CL-TDTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0100,12/1/2016,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0114,12/1/2016,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0152,12/7/2016,Hire,C-JP,CL-JPIN-01,Lead Teacher,Hire to meet staffing need December 2016
T-0153,12/14/2016,Hire,C-JP,CL-JPIN-01,Assistant Teacher,Hire to meet staffing need December 2016
T-0101,1/1/2017,Termination,C-JP,CL-JPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0041,2/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0060,2/1/2017,Termination,C-JP,CL-JPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0065,2/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0084,2/1/2017,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0110,2/1/2017,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0133,2/1/2017,Termination,C-HP,CL-HPPS1-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0153,2/1/2017,Termination,,CL-JPIN-01,Assistant Teacher,Staff left for LAUSD or other better-paying positions
T-0154,2/10/2017,Hire,C-JP,CL-JPIN-01,Teacher,Hire to meet staffing need February 2017
T-0137,3/1/2017,Promotion,C-JP,CL-JPTO-01,Lead Teacher,Promotion to Lead Teacher
T-0139,3/1/2017,Promotion,C-LCV,CL-LCVPS-01,Lead Teacher,Promotion to Lead Teacher
T-0008,3/1/2017,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0022,3/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0049,3/1/2017,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0069,3/1/2017,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0119,3/1/2017,Termination,C-JP,CL-JPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0125,3/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0132,3/1/2017,Termination,C-HP,CL-HPTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0155,3/16/2017,Hire,C-JP,CL-JPIN-01,Assistant Teacher,Hire to meet staffing need March 2017
T-0020,4/1/2017,Termination,C-JP,CL-JPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0031,4/1/2017,Termination,C-LCV,CL-LCVPS-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0067,4/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0073,4/1/2017,Termination,C-HP,CL-HPIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0074,4/1/2017,Termination,C-HP,CL-HPPS2-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0098,4/1/2017,Termination,C-LCV,CL-LCVIN-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0017,5/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
T-0050,5/1/2017,Termination,C-LCV,CL-LCVTO-01,Lead Teacher,Staff left for LAUSD or other better-paying positions
