EnrollmentID,ChildID,ClassroomID,CenterID,ScheduleType,RateName,InitialEnrollment,BeginningDate,FinishingDate,Notes
ENR0419,ChildA-1212,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,11/1/2019,11/1/2019,5/1/2021,Initial enrollment
ENR0420,ChildA-1215,CL-HPTO-01,C-HP,Full-Time,1997-2024,12/6/2014,3/7/2020,3/6/2020,Aged into new classroom
ENR0420,ChildA-1215,CL-HPTO-01,C-HP,Full-Time,1997-2024,3/7/2020,3/7/2020,7/7/2020,Continued enrollment
ENR0421,ChildA-1215,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,12/6/2014,7/8/2020,7/7/2020,Aged into new classroom; Schedule change
ENR0421,ChildA-1215,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,3/7/2020,7/8/2020,7/8/2021,Continued enrollment
ENR0422,ChildA-1215,CL-HPPS2-01,C-HP,Part-Time-2Day,1997-2024,12/6/2014,7/9/2021,7/8/2021,Aged into new classroom; Schedule change
ENR0422,ChildA-1215,CL-HPPS2-01,C-HP,Part-Time-2Day,1997-2024,3/7/2020,7/9/2021,5/31/2022,Continued enrollment
ENR0423,ChildA-1215,CL-HPIN-01,C-HP,Full-Time,1997-2024,12/6/2014,12/6/2014,12/5/2014,Initial enrollment
ENR0423,ChildA-1215,CL-HPIN-01,C-HP,Full-Time,1997-2024,3/7/2020,12/6/2014,2/6/2015,Continued enrollment
ENR0424,ChildA-1215,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,12/6/2014,2/7/2015,2/6/2015,Aged into new classroom; Schedule change
ENR0424,ChildA-1215,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,3/7/2020,2/7/2015,1/7/2016,Continued enrollment
ENR0425,ChildA-1215,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,12/6/2014,1/8/2016,1/7/2016,Aged into new classroom
ENR0425,ChildA-1215,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,3/7/2020,1/8/2016,1/8/2017,Continued enrollment
ENR0426,ChildA-1215,CL-HPPS2-01,C-HP,Full-Time,1997-2024,12/6/2014,1/9/2017,1/8/2017,Aged into new classroom; Schedule change
ENR0426,ChildA-1215,CL-HPPS2-01,C-HP,Full-Time,1997-2024,3/7/2020,1/9/2017,3/6/2020,Continued enrollment
ENR0427,ChildA-1216,CL-HPPS2-01,C-HP,Part-Time-2Day,1997-2024,10/9/2004,10/9/2004,5/31/2006,Initial enrollment
ENR0428,ChildA-1217,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,5/20/2013,5/20/2013,6/13/2013,Initial enrollment
ENR0429,ChildA-1220,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,6/1/2010,6/1/2010,10/1/2010,Initial enrollment
ENR0430,ChildA-1220,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,6/1/2010,10/2/2010,10/2/2012,Aged into new classroom; Schedule change
ENR0431,ChildA-1221,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,4/13/2015,4/13/2015,11/13/2015,Initial enrollment
ENR0432,ChildA-1221,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,4/13/2015,11/14/2015,5/14/2017,Aged into new classroom
ENR0433,ChildA-1221,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,4/13/2015,5/15/2017,5/12/2019,Aged into new classroom
ENR0434,ChildA-1227,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,1/11/2017,1/11/2017,1/11/2019,Initial enrollment
ENR0435,ChildA-1230,CL-TDIN-01,C-TD,Full-Time,1997-2024,6/14/2024,6/14/2024,6/30/2024,Initial enrollment
ENR0435,ChildA-1230,CL-TDIN-01,C-TD,Full-Time,24-25,6/14/2024,7/1/2024,7/14/2024,Rate policy change
ENR0436,ChildA-1235,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/4/2002,7/4/2002,12/4/2003,Initial enrollment
ENR0437,ChildA-1235,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,7/4/2002,12/5/2003,12/5/2005,Aged into new classroom
ENR0438,ChildA-1236,CL-LCVIN-01,C-LCV,Part-Time-2Day,1997-2022,5/18/2007,5/18/2007,6/18/2008,Initial enrollment
ENR0439,ChildA-1236,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,5/18/2007,6/19/2008,12/19/2009,Aged into new classroom; Schedule change
ENR0440,ChildA-1236,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,5/18/2007,12/20/2009,12/6/2011,Aged into new classroom; Schedule change
ENR0441,ChildA-1248,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,1/22/2000,9/6/2018,9/5/2018,Aged into new classroom; Schedule change
ENR0441,ChildA-1248,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,9/6/2018,9/6/2018,3/6/2019,Continued enrollment
ENR0442,ChildA-1248,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,1/22/2000,3/7/2019,3/6/2019,Aged into new classroom; Schedule change
ENR0442,ChildA-1248,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,9/6/2018,3/7/2019,9/7/2020,Continued enrollment
ENR0443,ChildA-1248,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,1/22/2000,9/8/2020,9/7/2020,Aged into new classroom; Schedule change
ENR0443,ChildA-1248,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/6/2018,9/8/2020,5/31/2022,Continued enrollment
ENR0444,ChildA-1248,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,1/22/2000,1/22/2000,1/21/2000,Initial enrollment
ENR0444,ChildA-1248,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,9/6/2018,1/22/2000,4/22/2000,Continued enrollment
ENR0445,ChildA-1248,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,1/22/2000,4/23/2000,4/22/2000,Aged into new classroom; Schedule change
ENR0445,ChildA-1248,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,9/6/2018,4/23/2000,10/23/2001,Continued enrollment
ENR0446,ChildA-1248,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,1/22/2000,10/24/2001,10/23/2001,Aged into new classroom
ENR0446,ChildA-1248,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,9/6/2018,10/24/2001,9/5/2018,Continued enrollment
ENR0447,ChildA-1254,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,6/7/1999,6/7/1999,12/7/2000,Initial enrollment
ENR0448,ChildA-1258,CL-JPIN-01,C-JP,Full-Time,1997-2024,3/31/2014,3/31/2014,11/30/2014,Initial enrollment
ENR0449,ChildA-1258,CL-JPTO-01,C-JP,Part-Time-2Day,1997-2024,3/31/2014,12/1/2014,11/1/2015,Aged into new classroom; Schedule change
ENR0450,ChildA-1258,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,3/31/2014,11/2/2015,11/2/2016,Aged into new classroom; Schedule change
ENR0451,ChildA-1258,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,3/31/2014,11/3/2016,9/23/2018,Aged into new classroom; Schedule change
ENR0452,ChildA-1261,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,4/7/2008,4/7/2008,12/7/2009,Initial enrollment
ENR0453,ChildA-1263,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,12/1/2012,12/1/2012,9/1/2013,Initial enrollment
ENR0454,ChildA-1263,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,12/1/2012,9/2/2013,9/2/2015,Aged into new classroom
ENR0455,ChildA-1266,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,8/9/1998,8/9/1998,4/9/1999,Initial enrollment
ENR0456,ChildA-1266,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,8/9/1998,4/10/1999,4/7/2001,Aged into new classroom; Schedule change
ENR0457,ChildA-1268,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,4/9/2013,4/9/2013,1/9/2014,Initial enrollment
ENR0458,ChildA-1270,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,6/4/2018,6/4/2018,7/4/2019,Initial enrollment
ENR0459,ChildA-1271,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,1/23/2009,1/23/2009,3/23/2010,Initial enrollment
ENR0460,ChildA-1271,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,1/23/2009,3/24/2010,3/6/2012,Aged into new classroom; Schedule change
ENR0461,ChildA-1279,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,12/8/2016,12/8/2016,7/8/2017,Initial enrollment
ENR0462,ChildA-1279,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,12/8/2016,7/9/2017,7/6/2019,Aged into new classroom
ENR0463,ChildA-1286,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,8/21/1999,8/21/1999,8/21/2000,Initial enrollment
ENR0464,ChildA-1286,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,8/21/1999,8/22/2000,7/1/2002,Aged into new classroom
ENR0465,ChildA-1292,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,3/7/2003,3/7/2003,9/7/2003,Initial enrollment
ENR0466,ChildA-1293,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/23/2021,1/23/2021,8/17/2021,Initial enrollment
ENR0467,ChildA-1294,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,3/31/2014,3/31/2014,4/30/2014,Initial enrollment
ENR0468,ChildA-1294,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,3/31/2014,5/1/2014,11/1/2015,Aged into new classroom; Schedule change
ENR0469,ChildA-1294,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,3/31/2014,11/2/2015,10/18/2017,Aged into new classroom; Schedule change
ENR0470,ChildA-1300,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,5/7/2018,5/7/2018,5/6/2018,Initial enrollment
ENR0470,ChildA-1300,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,5/19/2019,5/7/2018,5/18/2019,Continued enrollment
ENR0471,ChildA-1300,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,5/7/2018,5/19/2019,5/18/2019,Schedule change
ENR0471,ChildA-1300,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,5/19/2019,5/19/2019,6/5/2019,Continued enrollment
ENR0472,ChildA-1301,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,3/25/2004,3/25/2004,6/25/2005,Initial enrollment
ENR0473,ChildA-1301,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,3/25/2004,6/26/2005,5/31/2007,Aged into new classroom
ENR0474,ChildA-1304,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,5/4/2016,5/4/2016,4/4/2017,Initial enrollment
ENR0475,ChildA-1304,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,5/4/2016,4/5/2017,4/5/2019,Aged into new classroom; Schedule change
ENR0476,ChildA-1308,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,3/12/2003,3/12/2003,8/12/2003,Initial enrollment
ENR0477,ChildA-1308,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,3/12/2003,8/13/2003,2/13/2005,Aged into new classroom; Schedule change
ENR0478,ChildA-1308,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,3/12/2003,2/14/2005,2/7/2007,Aged into new classroom; Schedule change
ENR0479,ChildA-1309,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,7/12/2011,7/12/2011,11/12/2012,Initial enrollment
ENR0480,ChildA-1309,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,7/12/2011,11/13/2012,11/13/2014,Aged into new classroom
ENR0481,ChildA-1312,CL-JPTO-01,C-JP,Full-Time,1997-2024,1/19/2022,1/19/2022,3/19/2022,Initial enrollment
ENR0482,ChildA-1312,CL-JPPS1-01,C-JP,Full-Time,1997-2024,1/19/2022,3/20/2022,3/20/2023,Aged into new classroom
ENR0483,ChildA-1312,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/19/2022,3/21/2023,6/30/2024,Aged into new classroom
ENR0483,ChildA-1312,CL-JPPS2-01,C-JP,Full-Time,24-25,1/19/2022,7/1/2024,3/13/2025,Rate policy change
ENR0484,ChildA-1316,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,11/11/2017,11/11/2017,12/11/2018,Initial enrollment
ENR0485,ChildA-1316,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,11/11/2017,12/12/2018,12/12/2020,Aged into new classroom; Schedule change
ENR0486,ChildA-1318,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,7/17/1998,7/17/1998,8/17/1998,Initial enrollment
ENR0487,ChildA-1318,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,7/17/1998,8/18/1998,8/9/2000,Aged into new classroom; Schedule change
ENR0488,ChildA-1319,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,12/14/2012,12/14/2012,1/14/2013,Initial enrollment
ENR0489,ChildA-1320,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,3/15/2004,3/15/2004,10/13/2004,Initial enrollment
ENR0490,ChildA-1323,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,8/7/2009,8/7/2009,2/7/2010,Initial enrollment
ENR0491,ChildA-1323,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,8/7/2009,2/8/2010,2/8/2012,Aged into new classroom; Schedule change
ENR0492,ChildA-1327,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,7/8/2016,7/8/2016,12/8/2017,Initial enrollment
ENR0493,ChildA-1328,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/27/2021,7/27/2021,5/31/2022,Initial enrollment
ENR0495,ChildA-1329,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/31/2008,7/31/2008,9/30/2008,Initial enrollment
ENR0496,ChildA-1329,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,7/31/2008,10/1/2008,9/3/2010,Aged into new classroom; Schedule change
ENR0497,ChildA-1331,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,3/28/2012,3/28/2012,3/19/2013,Initial enrollment
ENR0498,ChildA-1333,CL-JPPS2-01,C-JP,Full-Time,1997-2024,1/13/2015,1/13/2015,2/13/2015,Initial enrollment
ENR0499,ChildA-1334,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,7/22/2021,7/22/2021,5/31/2022,Initial enrollment
ENR0500,ChildA-1339,CL-JPPS1-01,C-JP,Full-Time,1997-2024,10/14/2010,10/14/2010,10/13/2010,Initial enrollment
ENR0500,ChildA-1339,CL-JPPS1-01,C-JP,Full-Time,1997-2024,5/15/2015,10/14/2010,10/14/2011,Continued enrollment
ENR0501,ChildA-1339,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,10/14/2010,10/15/2011,10/14/2011,Aged into new classroom; Schedule change
ENR0501,ChildA-1339,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,5/15/2015,10/15/2011,5/14/2015,Continued enrollment
ENR0502,ChildA-1339,CL-JPPS2-01,C-JP,Full-Time,1997-2024,10/14/2010,5/15/2015,5/14/2015,Schedule change
ENR0502,ChildA-1339,CL-JPPS2-01,C-JP,Full-Time,1997-2024,5/15/2015,5/15/2015,3/15/2016,Continued enrollment
ENR0503,ChildA-1340,CL-HPPS1-01,C-HP,Full-Time,1997-2024,12/6/2007,12/6/2007,7/6/2008,Initial enrollment
ENR0504,ChildA-1340,CL-HPPS2-01,C-HP,Part-Time-3Day,1997-2024,12/6/2007,7/7/2008,7/7/2010,Aged into new classroom; Schedule change
ENR0505,ChildA-1341,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,6/11/2018,6/11/2018,7/11/2019,Initial enrollment
ENR0506,ChildA-1342,CL-LCVIN-01,C-LCV,Part-Time-3Day,1997-2022,7/6/2010,7/6/2010,4/6/2011,Initial enrollment
ENR0507,ChildA-1342,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,7/6/2010,4/7/2011,10/7/2012,Aged into new classroom; Schedule change
ENR0508,ChildA-1342,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,7/6/2010,10/8/2012,10/8/2014,Aged into new classroom; Schedule change
ENR0509,ChildA-1346,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,7/9/2018,7/9/2018,1/8/2019,Initial enrollment
ENR0510,ChildA-1349,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,3/9/2015,3/9/2015,5/9/2015,Initial enrollment
ENR0511,ChildA-1349,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,3/9/2015,5/10/2015,11/10/2016,Aged into new classroom
ENR0512,ChildA-1349,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,3/9/2015,11/11/2016,11/11/2018,Aged into new classroom
ENR0513,ChildA-1351,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,5/12/2016,5/12/2016,11/12/2017,Initial enrollment
ENR0514,ChildA-1351,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,5/12/2016,11/13/2017,11/13/2019,Aged into new classroom; Schedule change
ENR0515,ChildA-1355,CL-JPPS1-01,C-JP,Part-Time-2Day,1997-2024,4/24/2016,4/24/2016,4/24/2017,Initial enrollment
ENR0516,ChildA-1355,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,4/24/2016,4/25/2017,4/2/2019,Aged into new classroom; Schedule change
ENR0517,ChildA-1358,CL-JPPS1-01,C-JP,Full-Time,1997-2024,8/6/2015,8/6/2015,12/6/2015,Initial enrollment
ENR0518,ChildA-1358,CL-JPPS2-01,C-JP,Full-Time,1997-2024,8/6/2015,12/7/2015,12/7/2017,Aged into new classroom
ENR0519,ChildA-1360,CL-JPPS2-01,C-JP,Full-Time,1997-2024,8/31/2013,8/31/2013,3/5/2014,Initial enrollment
ENR0520,ChildA-1366,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,8/25/1999,9/12/2002,9/11/2002,Schedule change
ENR0520,ChildA-1366,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/12/2002,9/12/2002,4/7/2004,Continued enrollment
ENR0521,ChildA-1366,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,8/25/1999,8/25/1999,8/24/1999,Initial enrollment
ENR0521,ChildA-1366,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/12/2002,8/25/1999,9/11/2002,Continued enrollment
ENR0522,ChildA-1368,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,6/24/2001,6/24/2001,6/24/2002,Initial enrollment
ENR0523,ChildA-1368,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,6/24/2001,6/25/2002,12/25/2003,Aged into new classroom; Schedule change
ENR0524,ChildA-1368,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,6/24/2001,12/26/2003,12/15/2005,Aged into new classroom; Schedule change
ENR0525,ChildA-1369,CL-JPTO-01,C-JP,Part-Time-3Day,1997-2024,8/12/2010,8/12/2010,12/12/2010,Initial enrollment
ENR0526,ChildA-1369,CL-JPPS1-01,C-JP,Part-Time-2Day,1997-2024,8/12/2010,12/13/2010,12/13/2011,Aged into new classroom; Schedule change
ENR0527,ChildA-1369,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,8/12/2010,12/14/2011,12/14/2013,Aged into new classroom; Schedule change
ENR0528,ChildA-1370,CL-HPPS2-01,C-HP,Full-Time,1997-2024,5/31/2017,5/31/2017,8/4/2017,Initial enrollment
ENR0529,ChildA-1373,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,2/14/2004,2/14/2004,12/2/2004,Initial enrollment
ENR0530,ChildA-1380,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,4/26/2018,4/26/2018,12/26/2018,Initial enrollment
ENR0531,ChildA-1380,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,4/26/2018,12/27/2018,12/5/2020,Aged into new classroom
ENR0532,ChildA-1388,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,12/29/2005,12/29/2005,6/17/2007,Initial enrollment
ENR0533,ChildA-1390,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,9/17/1999,9/17/1999,11/4/1999,Initial enrollment
ENR0534,ChildA-1392,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,11/17/2013,11/17/2013,7/11/2015,Initial enrollment
ENR0535,ChildA-1396,CL-JPPS2-01,C-JP,Part-Time-2Day,1997-2024,6/17/2011,6/17/2011,3/17/2013,Initial enrollment
ENR0536,ChildA-1398,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,3/18/2002,3/18/2002,6/18/2002,Initial enrollment
ENR0537,ChildA-1398,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,3/18/2002,6/19/2002,7/1/2002,Aged into new classroom; Schedule change
ENR0538,ChildA-1399,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,12/15/2008,12/15/2008,5/15/2010,Initial enrollment
ENR0539,ChildA-1399,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,12/15/2008,5/16/2010,5/16/2012,Aged into new classroom; Schedule change
ENR0540,ChildA-1402,CL-JPTO-01,C-JP,Full-Time,1997-2024,12/2/2010,12/2/2010,7/2/2011,Initial enrollment
ENR0541,ChildA-1402,CL-JPPS1-01,C-JP,Part-Time-3Day,1997-2024,12/2/2010,7/3/2011,7/3/2012,Aged into new classroom; Schedule change
ENR0542,ChildA-1402,CL-JPPS2-01,C-JP,Part-Time-3Day,1997-2024,12/2/2010,7/4/2012,7/4/2014,Aged into new classroom
ENR0543,ChildA-1403,CL-JPPS2-01,C-JP,Full-Time,1997-2024,11/29/2010,11/29/2010,9/10/2011,Initial enrollment
ENR0544,ChildA-1404,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,12/25/2016,3/5/2019,3/4/2019,Aged into new classroom
ENR0544,ChildA-1404,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,3/5/2019,3/5/2019,3/5/2020,Continued enrollment
ENR0545,ChildA-1404,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,12/25/2016,3/6/2020,3/5/2020,Aged into new classroom
ENR0545,ChildA-1404,CL-LCVTO-01,C-LCV,Full-Time,1997-2022,3/5/2019,3/6/2020,9/6/2021,Continued enrollment
ENR0546,ChildA-1404,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,12/25/2016,9/7/2021,9/6/2021,Aged into new classroom; Schedule change
ENR0546,ChildA-1404,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,3/5/2019,9/7/2021,5/31/2022,Continued enrollment
ENR0547,ChildA-1404,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,12/25/2016,12/25/2016,12/24/2016,Initial enrollment
ENR0547,ChildA-1404,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,3/5/2019,12/25/2016,6/25/2018,Continued enrollment
ENR0548,ChildA-1404,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,12/25/2016,6/26/2018,6/25/2018,Aged into new classroom; Schedule change
ENR0548,ChildA-1404,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,3/5/2019,6/26/2018,3/4/2019,Continued enrollment
ENR0549,ChildA-1406,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,4/1/2000,4/1/2000,3/1/2001,Initial enrollment
ENR0550,ChildA-1406,CL-LCVPS-01,C-LCV,Full-Time,1997-2022,4/1/2000,3/2/2001,7/1/2002,Aged into new classroom; Schedule change
ENR0551,ChildA-1417,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,9/8/2011,9/8/2011,6/8/2012,Initial enrollment
ENR0552,ChildA-1417,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,9/8/2011,6/9/2012,6/7/2014,Aged into new classroom; Schedule change
ENR0553,ChildA-1420,CL-HPIN-01,C-HP,Full-Time,1997-2024,2/12/2004,2/12/2004,7/12/2004,Initial enrollment
ENR0554,ChildA-1420,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,2/12/2004,7/13/2004,6/13/2005,Aged into new classroom; Schedule change
ENR0555,ChildA-1420,CL-HPPS1-01,C-HP,Part-Time-3Day,1997-2024,2/12/2004,6/14/2005,6/14/2006,Aged into new classroom; Schedule change
ENR0556,ChildA-1420,CL-HPPS2-01,C-HP,Part-Time-2Day,1997-2024,2/12/2004,6/15/2006,6/15/2008,Aged into new classroom; Schedule change
ENR0557,ChildA-1423,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,1/24/2013,1/24/2013,12/24/2013,Initial enrollment
ENR0558,ChildA-1423,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,1/24/2013,12/25/2013,6/25/2015,Aged into new classroom; Schedule change
ENR0559,ChildA-1423,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,1/24/2013,6/26/2015,6/25/2017,Aged into new classroom; Schedule change
ENR0560,ChildA-1425,CL-JPPS2-01,C-JP,Full-Time,1997-2024,3/12/2023,3/12/2023,6/12/2023,Initial enrollment
ENR0561,ChildA-1436,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,11/23/2002,11/23/2002,12/23/2003,Initial enrollment
ENR0562,ChildA-1438,CL-HPIN-01,C-HP,Full-Time,1997-2024,1/24/2021,1/24/2021,6/24/2021,Initial enrollment
ENR0563,ChildA-1438,CL-HPTO-01,C-HP,Part-Time-3Day,1997-2024,1/24/2021,6/25/2021,5/25/2022,Aged into new classroom; Schedule change
ENR0564,ChildA-1438,CL-HPPS1-01,C-HP,Full-Time,1997-2024,1/24/2021,5/26/2022,5/26/2023,Aged into new classroom; Schedule change
ENR0565,ChildA-1438,CL-HPPS2-01,C-HP,Part-Time-3Day,1997-2024,1/24/2021,5/27/2023,12/30/2023,Aged into new classroom; Schedule change
ENR0566,ChildA-1439,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,8/9/2021,8/9/2021,5/31/2022,Initial enrollment
ENR0567,ChildA-1440,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,7/25/2012,7/25/2012,12/25/2012,Initial enrollment
ENR0568,ChildA-1440,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,7/25/2012,12/26/2012,6/26/2014,Aged into new classroom; Schedule change
ENR0569,ChildA-1440,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,7/25/2012,6/27/2014,6/25/2016,Aged into new classroom; Schedule change
ENR0570,ChildA-1443,CL-LCVTO-01,C-LCV,Part-Time-2Day,1997-2022,8/2/2007,8/2/2007,1/2/2008,Initial enrollment
ENR0571,ChildA-1443,CL-LCVPS-01,C-LCV,Part-Time-2Day,1997-2022,8/2/2007,1/3/2008,1/3/2010,Aged into new classroom
ENR0572,ChildA-1445,CL-LCVIN-01,C-LCV,Full-Time,1997-2022,1/25/2015,1/25/2015,4/25/2016,Initial enrollment
ENR0573,ChildA-1445,CL-LCVTO-01,C-LCV,Part-Time-3Day,1997-2022,1/25/2015,4/26/2016,10/26/2017,Aged into new classroom; Schedule change
ENR0574,ChildA-1445,CL-LCVPS-01,C-LCV,Part-Time-3Day,1997-2022,1/25/2015,10/27/2017,10/1/2019,Aged into new classroom; Schedule change
ENR0575,ChildA-1451,CL-JPPS2-01,C-JP,Full-Time,1997-2024,6/24/2011,6/24/2011,4/17/2013,Initial enrollment
