PaymentID,ChildID,GivingEntityID,PaymentDate,LinkedInvoiceID,AmountPaid,PaymentMethod,Notes
PMID0000000006920,ChildA-1698,FAM1010,12/5/2015,INV2015110045,540,TuitionExpress,Family payment
PMID0000000006921,ChildA-1700,FAM0204,12/3/2015,INV2015110046,896,TuitionExpress,Family payment
PMID0000000006922,ChildA-1700,SUB001,1/2/2016,INV2015110047,896,Wire Transfer,Subsidy payment
PMID0000000006923,ChildA-1718,FAM0219,12/4/2015,INV2015110048,1105,TuitionExpress,Family payment
PMID0000000006924,ChildA-1718,FAM0219,12/4/2015,INV2015110049,1105,TuitionExpress,Family payment
PMID0000000006925,ChildA-1746,SUB001,12/28/2015,INV2015110050,1500,Wire Transfer,Subsidy payment
PMID0000000006926,ChildA-1760,FAM0277,11/30/2015,INV2015110051,896,TuitionExpress,Family payment
PMID0000000006927,ChildA-1781,FAM0922,12/1/2015,INV2015110052,1323,TuitionExpress,Family payment
PMID0000000006928,ChildA-1781,FAM0922,12/3/2015,INV2015110053,1323,TuitionExpress,Family payment
PMID0000000006929,ChildA-1839,IND0750,12/5/2015,INV2015110054,1106,TuitionExpress,Family payment
PMID0000000006930,ChildA-1840,FAM0053,12/2/2015,INV2015110055,896,TuitionExpress,Family payment
PMID0000000006931,ChildA-1877,IND0482,12/4/2015,INV2015110056,1323,TuitionExpress,Family payment
PMID0000000006932,ChildA-1899,IND0449,11/30/2015,INV2015110057,1323,TuitionExpress,Family payment
PMID0000000006933,ChildA-1899,IND0449,12/8/2015,INV2015110058,1106,TuitionExpress,Family payment
PMID0000000006934,ChildA-1917,FAM0422,12/7/2015,INV2015110059,1105,TuitionExpress,Family payment
PMID0000000006935,ChildA-1998,FAM0789,12/7/2015,INV2015110060,1500,TuitionExpress,Family payment
PMID0000000006936,ChildA-2049,SUB001,1/8/2016,INV2015110061,995.4,Agency ACH,Subsidy payment
PMID0000000006937,ChildA-2049,ChildA-2049-FAM,12/4/2015,INV2015110061,110.6,TuitionExpress,Family payment
PMID0000000006938,ChildA-2076,IND0614,12/9/2015,INV2015110062,896,TuitionExpress,Family payment
PMID0000000006939,ChildA-2092,IND0653,12/4/2015,INV2015110063,1323,TuitionExpress,Family payment
PMID0000000006940,ChildA-2096,IND0042,12/8/2015,INV2015110064,896,Check,Family payment
PMID0000000006941,ChildA-2116,IND0772,12/4/2015,INV2015110065,1106,TuitionExpress,Family payment
PMID0000000006942,ChildA-2163,FAM0225,12/7/2015,INV2015110066,896,TuitionExpress,Family payment
PMID0000000006943,ChildA-2163,FAM0225,12/8/2015,INV2015110067,896,TuitionExpress,Family payment
PMID0000000006944,ChildA-2163,FAM0225,12/5/2015,INV2015110068,896,TuitionExpress,Family payment
PMID0000000006945,ChildA-2163,FAM0225,12/6/2015,INV2015110069,896,TuitionExpress,Family payment
PMID0000000006946,ChildA-2163,FAM0225,12/4/2015,INV2015110070,896,TuitionExpress,Family payment
PMID0000000006947,ChildA-2163,FAM0225,12/8/2015,INV2015110071,896,TuitionExpress,Family payment
PMID0000000006948,ChildA-2313,IND0437,12/5/2015,INV2015110072,1106,TuitionExpress,Family payment
PMID0000000006949,ChildA-2358,IND0026,12/8/2015,INV2015110073,896,TuitionExpress,Family payment
PMID0000000006950,ChildA-2445,IND0875,11/30/2015,INV2015110074,1284,TuitionExpress,Family payment
PMID0000000006951,ChildA-1025,FAM0247,1/4/2016,INV2015120001,1106,TuitionExpress,Family payment
PMID0000000006952,ChildA-1025,FAM0247,1/3/2016,INV2015120002,1106,TuitionExpress,Family payment
PMID0000000006953,ChildA-1042,FAM0723,1/9/2016,INV2015120003,1106,TuitionExpress,Family payment
PMID0000000006954,ChildA-1066,IND0651,1/5/2016,INV2015120004,1105,TuitionExpress,Family payment
PMID0000000006955,ChildA-1082,FAM0618,1/8/2016,INV2015120005,1106,TuitionExpress,Family payment
PMID0000000006956,ChildA-1087,FAM0671,1/4/2016,INV2015120006,1106,TuitionExpress,Family payment
PMID0000000006957,ChildA-1100,IND0561,1/21/2016,INV2015120007,1106,TuitionExpress,Family payment
PMID0000000006958,ChildA-1122,IND0364,1/9/2016,INV2015120008,1106,TuitionExpress,Family payment
PMID0000000006959,ChildA-1124,IND0838,1/2/2016,INV2015120009,896,TuitionExpress,Family payment
PMID0000000006960,ChildA-1180,FAM0487,1/9/2016,INV2015120010,1106,TuitionExpress,Family payment
PMID0000000006961,ChildA-1211,FAM0765,1/6/2016,INV2015120011,896,TuitionExpress,Family payment
PMID0000000006962,ChildA-1221,FAM0520,1/10/2016,INV2015120012,1323,TuitionExpress,Family payment
PMID0000000006963,ChildA-1258,IND0324,1/9/2016,INV2015120013,896,TuitionExpress,Family payment
PMID0000000006964,ChildA-1294,IND0841,1/10/2016,INV2015120014,540,TuitionExpress,Family payment
PMID0000000006965,ChildA-1339,FAM0322,12/31/2015,INV2015120015,1106,TuitionExpress,Family payment
PMID0000000006966,ChildA-1339,FAM0322,1/30/2016,INV2015120016,1106,TuitionExpress,Family payment
PMID0000000006967,ChildA-1349,IND0408,12/31/2015,INV2015120017,1323,TuitionExpress,Family payment
PMID0000000006968,ChildA-1358,FAM0347,1/1/2016,INV2015120018,1106,TuitionExpress,Family payment
PMID0000000006969,ChildA-1358,FAM0347,1/10/2016,INV2015120019,1106,ACH,Family payment
PMID0000000006970,ChildA-1423,FAM0368,1/1/2016,INV2015120020,540,TuitionExpress,Family payment
PMID0000000006971,ChildA-1440,FAM0721,1/5/2016,INV2015120021,540,TuitionExpress,Family payment
PMID0000000006972,ChildA-1445,IND0620,1/9/2016,INV2015120022,1500,TuitionExpress,Family payment
PMID0000000006973,ChildA-1452,FAM0709,1/8/2016,INV2015120023,1105,TuitionExpress,Family payment
PMID0000000006974,ChildA-1452,FAM0709,12/31/2015,INV2015120024,915.63,TuitionExpress,Family payment
PMID0000000006975,ChildA-1461,FAM0215,1/8/2016,INV2015120025,1106,TuitionExpress,Family payment
PMID0000000006976,ChildA-1461,FAM0215,12/31/2015,INV2015120026,1106,Check,Family payment
PMID0000000006977,ChildA-1467,FAM0405,1/2/2016,INV2015120027,896,TuitionExpress,Family payment
PMID0000000006978,ChildA-1482,FAM0468,1/3/2016,INV2015120028,1106,ACH,Family payment
PMID0000000006979,ChildA-1482,FAM0897,1/4/2016,INV2015120029,1106,TuitionExpress,Family payment
PMID0000000006980,ChildA-1482,FAM0897,1/10/2016,INV2015120030,1106,TuitionExpress,Family payment
PMID0000000006981,ChildA-1485,IND0129,1/5/2016,INV2015120031,540,TuitionExpress,Family payment
PMID0000000006982,ChildA-1502,FAM0389,1/6/2016,INV2015120032,551.59,TuitionExpress,Family payment
PMID0000000006983,ChildA-1537,FAM1011,1/2/2016,INV2015120033,1106,TuitionExpress,Family payment
PMID0000000006984,ChildA-1550,FAM0376,1/9/2016,INV2015120034,896,TuitionExpress,Family payment
PMID0000000006985,ChildA-1591,FAM0047,1/10/2016,INV2015120035,896,ACH,Family payment
PMID0000000006986,ChildA-1648,FAM0373,1/10/2016,INV2015120036,1106,TuitionExpress,Family payment
PMID0000000006987,ChildA-1662,FAM0748,1/10/2016,INV2015120037,896,TuitionExpress,Family payment
PMID0000000006988,ChildA-1698,FAM1010,1/9/2016,INV2015120038,540,TuitionExpress,Family payment
PMID0000000006989,ChildA-1700,FAM0204,1/8/2016,INV2015120039,896,Check,Family payment
PMID0000000006990,ChildA-1700,SUB001,2/8/2016,INV2015120040,896,Wire Transfer,Subsidy payment
PMID0000000006991,ChildA-1718,FAM0219,1/3/2016,INV2015120041,1105,TuitionExpress,Family payment
PMID0000000006992,ChildA-1718,FAM0219,1/8/2016,INV2015120042,1105,TuitionExpress,Family payment
PMID0000000006993,ChildA-1746,SUB001,2/5/2016,INV2015120043,1350,Agency ACH,Subsidy payment
PMID0000000006994,ChildA-1746,ChildA-1746-FAM,1/9/2016,INV2015120043,150,TuitionExpress,Family payment
PMID0000000006995,ChildA-1760,FAM0277,12/31/2015,INV2015120044,896,TuitionExpress,Family payment
PMID0000000006996,ChildA-1781,FAM0922,1/3/2016,INV2015120045,1323,TuitionExpress,Family payment
PMID0000000006997,ChildA-1781,FAM0922,1/18/2016,INV2015120046,1323,TuitionExpress,Family payment
PMID0000000006998,ChildA-1839,IND0750,1/6/2016,INV2015120047,1106,Check,Family payment
PMID0000000006999,ChildA-1840,FAM0053,1/7/2016,INV2015120048,896,TuitionExpress,Family payment
PMID0000000007000,ChildA-1877,IND0482,1/3/2016,INV2015120049,1323,Check,Family payment
PMID0000000007001,ChildA-1899,IND0449,1/5/2016,INV2015120050,1106,TuitionExpress,Family payment
PMID0000000007002,ChildA-1917,FAM0422,1/5/2016,INV2015120051,1105,TuitionExpress,Family payment
PMID0000000007003,ChildA-1998,FAM0789,1/7/2016,INV2015120052,1500,TuitionExpress,Family payment
PMID0000000007004,ChildA-2049,SUB001,1/23/2016,INV2015120053,1106,Wire Transfer,Subsidy payment
PMID0000000007005,ChildA-2076,IND0614,1/8/2016,INV2015120054,896,TuitionExpress,Family payment
PMID0000000007006,ChildA-2092,IND0653,1/2/2016,INV2015120055,1323,Check,Family payment
PMID0000000007007,ChildA-2096,IND0042,1/10/2016,INV2015120056,896,TuitionExpress,Family payment
PMID0000000007008,ChildA-2116,IND0772,1/10/2016,INV2015120057,1106,TuitionExpress,Family payment
PMID0000000007009,ChildA-2163,FAM0225,1/10/2016,INV2015120058,896,TuitionExpress,Family payment
PMID0000000007010,ChildA-2163,FAM0225,1/9/2016,INV2015120059,896,TuitionExpress,Family payment
PMID0000000007011,ChildA-2313,IND0437,1/4/2016,INV2015120060,1106,TuitionExpress,Family payment
PMID0000000007012,ChildA-2358,IND0026,1/4/2016,INV2015120061,896,TuitionExpress,Family payment
PMID0000000007013,ChildA-2445,IND0875,12/31/2015,INV2015120062,1284,TuitionExpress,Family payment
PMID0000000007014,ChildA-1025,FAM0247,2/7/2016,INV2016010001,1106,TuitionExpress,Family payment
PMID0000000007015,ChildA-1025,FAM0247,2/8/2016,INV2016010002,1106,ACH,Family payment
PMID0000000007016,ChildA-1066,IND0651,2/19/2016,INV2016010003,1105,TuitionExpress,Family payment
PMID0000000007017,ChildA-1082,FAM0618,2/10/2016,INV2016010004,1106,TuitionExpress,Family payment
PMID0000000007018,ChildA-1087,FAM0671,2/6/2016,INV2016010005,1106,ACH,Family payment
PMID0000000007019,ChildA-1100,IND0561,2/10/2016,INV2016010006,1106,TuitionExpress,Family payment
PMID0000000007020,ChildA-1122,IND0364,2/7/2016,INV2016010007,1106,TuitionExpress,Family payment
PMID0000000007021,ChildA-1124,IND0838,2/2/2016,INV2016010008,896,ACH,Family payment
PMID0000000007022,ChildA-1180,FAM0487,2/6/2016,INV2016010009,1106,TuitionExpress,Family payment
PMID0000000007023,ChildA-1211,FAM0765,2/24/2016,INV2016010010,896,TuitionExpress,Family payment
PMID0000000007024,ChildA-1215,FAM0937,1/31/2016,INV2016010011,896,TuitionExpress,Family payment
PMID0000000007025,ChildA-1215,FAM0937,2/3/2016,INV2016010012,896,TuitionExpress,Family payment
PMID0000000007026,ChildA-1221,FAM0520,2/4/2016,INV2016010013,1323,TuitionExpress,Family payment
PMID0000000007027,ChildA-1258,IND0324,2/9/2016,INV2016010014,896,TuitionExpress,Family payment
PMID0000000007028,ChildA-1294,IND0841,2/1/2016,INV2016010015,540,TuitionExpress,Family payment
PMID0000000007029,ChildA-1339,FAM0322,2/4/2016,INV2016010016,1106,TuitionExpress,Family payment
PMID0000000007030,ChildA-1339,FAM0322,2/4/2016,INV2016010017,1106,Check,Family payment
PMID0000000007031,ChildA-1349,IND0408,2/8/2016,INV2016010018,1323,Check,Family payment
PMID0000000007032,ChildA-1358,FAM0347,2/3/2016,INV2016010019,1106,Check,Family payment
PMID0000000007033,ChildA-1423,FAM0368,2/8/2016,INV2016010020,540,TuitionExpress,Family payment
PMID0000000007034,ChildA-1440,FAM0721,2/1/2016,INV2016010021,540,TuitionExpress,Family payment
PMID0000000007035,ChildA-1445,IND0620,2/9/2016,INV2016010022,1500,TuitionExpress,Family payment
PMID0000000007036,ChildA-1452,FAM0709,2/8/2016,INV2016010023,896,Check,Family payment
PMID0000000007037,ChildA-1460,FAM0958,2/27/2016,INV2016010024,1106,TuitionExpress,Family payment
PMID0000000007038,ChildA-1460,FAM0958,2/7/2016,INV2016010025,1106,TuitionExpress,Family payment
PMID0000000007039,ChildA-1461,FAM0215,2/10/2016,INV2016010026,1106,TuitionExpress,Family payment
PMID0000000007040,ChildA-1461,FAM0215,2/5/2016,INV2016010027,1106,TuitionExpress,Family payment
PMID0000000007041,ChildA-1467,FAM0405,2/8/2016,INV2016010028,896,TuitionExpress,Family payment
PMID0000000007042,ChildA-1482,FAM0468,2/10/2016,INV2016010029,1106,ACH,Family payment
PMID0000000007043,ChildA-1482,FAM0897,2/5/2016,INV2016010030,1106,TuitionExpress,Family payment
PMID0000000007044,ChildA-1482,FAM0897,2/10/2016,INV2016010031,1106,TuitionExpress,Family payment
PMID0000000007045,ChildA-1485,IND0129,2/3/2016,INV2016010032,540,TuitionExpress,Family payment
PMID0000000007046,ChildA-1502,FAM0389,2/8/2016,INV2016010033,540,TuitionExpress,Family payment
PMID0000000007047,ChildA-1537,FAM1011,2/7/2016,INV2016010034,1106,ACH,Family payment
PMID0000000007048,ChildA-1550,FAM0376,2/8/2016,INV2016010035,896,TuitionExpress,Family payment
PMID0000000007049,ChildA-1591,FAM0047,2/8/2016,INV2016010036,896,TuitionExpress,Family payment
PMID0000000007050,ChildA-1648,FAM0373,2/5/2016,INV2016010037,1106,TuitionExpress,Family payment
PMID0000000007051,ChildA-1662,FAM0748,2/6/2016,INV2016010038,896,TuitionExpress,Family payment
PMID0000000007052,ChildA-1698,FAM1010,2/2/2016,INV2016010039,540,TuitionExpress,Family payment
PMID0000000007053,ChildA-1700,FAM0204,2/4/2016,INV2016010040,896,TuitionExpress,Family payment
PMID0000000007054,ChildA-1700,SUB001,3/8/2016,INV2016010041,896,Agency ACH,Subsidy payment
PMID0000000007055,ChildA-1718,FAM0219,2/1/2016,INV2016010042,1105,TuitionExpress,Family payment
PMID0000000007056,ChildA-1718,FAM0219,2/2/2016,INV2016010043,1105,TuitionExpress,Family payment
PMID0000000007057,ChildA-1746,SUB001,3/4/2016,INV2016010044,1500,Wire Transfer,Subsidy payment
PMID0000000007058,ChildA-1760,FAM0277,2/3/2016,INV2016010045,896,Check,Family payment
PMID0000000007059,ChildA-1781,FAM0922,2/1/2016,INV2016010046,1323,TuitionExpress,Family payment
PMID0000000007060,ChildA-1781,FAM0922,2/4/2016,INV2016010047,1323,TuitionExpress,Family payment
PMID0000000007061,ChildA-1839,IND0750,2/9/2016,INV2016010048,1106,TuitionExpress,Family payment
PMID0000000007062,ChildA-1840,FAM0053,2/10/2016,INV2016010049,896,TuitionExpress,Family payment
PMID0000000007063,ChildA-1877,IND0482,2/8/2016,INV2016010050,1323,TuitionExpress,Family payment
PMID0000000007064,ChildA-1899,IND0449,2/8/2016,INV2016010051,1106,TuitionExpress,Family payment
PMID0000000007065,ChildA-1917,FAM0422,1/31/2016,INV2016010052,1105,TuitionExpress,Family payment
PMID0000000007066,ChildA-1998,FAM0789,2/5/2016,INV2016010053,1500,Check,Family payment
PMID0000000007067,ChildA-2049,SUB001,3/4/2016,INV2016010054,995.4,Agency ACH,Subsidy payment
PMID0000000007068,ChildA-2049,ChildA-2049-FAM,2/3/2016,INV2016010054,110.6,TuitionExpress,Family payment
PMID0000000007069,ChildA-2076,IND0614,2/3/2016,INV2016010055,896,TuitionExpress,Family payment
PMID0000000007070,ChildA-2092,IND0653,2/5/2016,INV2016010056,1323,TuitionExpress,Family payment
PMID0000000007071,ChildA-2096,IND0042,2/29/2016,INV2016010057,896,TuitionExpress,Family payment
PMID0000000007072,ChildA-2116,IND0772,2/8/2016,INV2016010058,1106,TuitionExpress,Family payment
PMID0000000007073,ChildA-2163,FAM0225,2/7/2016,INV2016010059,896,TuitionExpress,Family payment
PMID0000000007074,ChildA-2163,FAM0225,2/5/2016,INV2016010060,896,TuitionExpress,Family payment
PMID0000000007075,ChildA-2313,IND0437,2/19/2016,INV2016010061,1106,TuitionExpress,Family payment
PMID0000000007076,ChildA-2358,IND0026,2/2/2016,INV2016010062,896,TuitionExpress,Family payment
PMID0000000007077,ChildA-2445,IND0875,2/3/2016,INV2016010063,1284,TuitionExpress,Family payment
PMID0000000007078,ChildA-1025,FAM0247,3/7/2016,INV2016020001,1106,TuitionExpress,Family payment
PMID0000000007079,ChildA-1025,FAM0247,3/3/2016,INV2016020002,1106,TuitionExpress,Family payment
PMID0000000007080,ChildA-1066,IND0651,3/5/2016,INV2016020003,990.72,TuitionExpress,Family payment
PMID0000000007081,ChildA-1082,FAM0618,3/6/2016,INV2016020004,1106,ACH,Family payment
PMID0000000007082,ChildA-1087,FAM0671,3/5/2016,INV2016020005,1106,TuitionExpress,Family payment
PMID0000000007083,ChildA-1100,IND0561,3/4/2016,INV2016020006,1106,ACH,Family payment
PMID0000000007084,ChildA-1122,IND0364,3/8/2016,INV2016020007,1106,TuitionExpress,Family payment
PMID0000000007085,ChildA-1124,IND0838,3/6/2016,INV2016020008,896,TuitionExpress,Family payment
PMID0000000007086,ChildA-1180,FAM0487,3/6/2016,INV2016020009,1106,TuitionExpress,Family payment
PMID0000000007087,ChildA-1211,FAM0765,2/29/2016,INV2016020010,896,TuitionExpress,Family payment
PMID0000000007088,ChildA-1221,FAM0520,3/4/2016,INV2016020011,1323,TuitionExpress,Family payment
PMID0000000007089,ChildA-1258,IND0324,3/5/2016,INV2016020012,896,TuitionExpress,Family payment
PMID0000000007090,ChildA-1294,IND0841,3/10/2016,INV2016020013,540,TuitionExpress,Family payment
PMID0000000007091,ChildA-1339,FAM0322,3/3/2016,INV2016020014,1106,TuitionExpress,Family payment
PMID0000000007092,ChildA-1339,FAM0322,3/6/2016,INV2016020015,1106,TuitionExpress,Family payment
PMID0000000007093,ChildA-1349,IND0408,3/7/2016,INV2016020016,1323,TuitionExpress,Family payment
PMID0000000007094,ChildA-1358,FAM0347,3/9/2016,INV2016020017,1106,TuitionExpress,Family payment
PMID0000000007095,ChildA-1423,FAM0368,3/4/2016,INV2016020018,540,TuitionExpress,Family payment
PMID0000000007096,ChildA-1440,FAM0721,3/3/2016,INV2016020019,540,TuitionExpress,Family payment
PMID0000000007097,ChildA-1445,IND0620,3/8/2016,INV2016020020,1500,TuitionExpress,Family payment
PMID0000000007098,ChildA-1452,FAM0709,3/3/2016,INV2016020021,896,TuitionExpress,Family payment
PMID0000000007099,ChildA-1461,FAM0215,3/6/2016,INV2016020022,1106,TuitionExpress,Family payment
PMID0000000007100,ChildA-1461,FAM0215,3/3/2016,INV2016020023,1106,TuitionExpress,Family payment
PMID0000000007101,ChildA-1467,FAM0405,3/4/2016,INV2016020024,908.75,TuitionExpress,Family payment
PMID0000000007102,ChildA-1482,FAM0468,3/1/2016,INV2016020025,1106,TuitionExpress,Family payment
PMID0000000007103,ChildA-1482,FAM0897,3/8/2016,INV2016020026,1042.53,TuitionExpress,Family payment
PMID0000000007104,ChildA-1482,FAM0897,3/4/2016,INV2016020027,1106,TuitionExpress,Family payment
PMID0000000007105,ChildA-1485,IND0129,3/10/2016,INV2016020028,480.83,TuitionExpress,Family payment
PMID0000000007106,ChildA-1502,FAM0389,3/10/2016,INV2016020029,540,ACH,Family payment
PMID0000000007107,ChildA-1537,FAM1011,3/7/2016,INV2016020030,1106,Check,Family payment
PMID0000000007108,ChildA-1550,FAM0376,3/10/2016,INV2016020031,896,TuitionExpress,Family payment
PMID0000000007109,ChildA-1591,FAM0047,3/20/2016,INV2016020032,896,TuitionExpress,Family payment
PMID0000000007110,ChildA-1648,FAM0373,3/6/2016,INV2016020033,1106,TuitionExpress,Family payment
PMID0000000007111,ChildA-1662,FAM0748,3/5/2016,INV2016020034,896,TuitionExpress,Family payment
PMID0000000007112,ChildA-1698,FAM1010,3/5/2016,INV2016020035,540,TuitionExpress,Family payment
PMID0000000007113,ChildA-1700,FAM0204,3/7/2016,INV2016020036,896,TuitionExpress,Family payment
PMID0000000007114,ChildA-1700,SUB001,3/29/2016,INV2016020037,896,Agency ACH,Subsidy payment
PMID0000000007115,ChildA-1718,FAM0219,3/7/2016,INV2016020038,1105,TuitionExpress,Family payment
PMID0000000007116,ChildA-1718,FAM0219,3/6/2016,INV2016020039,1105,TuitionExpress,Family payment
PMID0000000007117,ChildA-1746,SUB001,3/15/2016,INV2016020040,1500,Wire Transfer,Subsidy payment
PMID0000000007118,ChildA-1760,FAM0277,3/10/2016,INV2016020041,896,TuitionExpress,Family payment
PMID0000000007119,ChildA-1781,FAM0922,3/8/2016,INV2016020042,1323,TuitionExpress,Family payment
PMID0000000007120,ChildA-1781,FAM0922,3/6/2016,INV2016020043,1323,TuitionExpress,Family payment
PMID0000000007121,ChildA-1839,IND0750,3/9/2016,INV2016020044,1106,ACH,Family payment
PMID0000000007122,ChildA-1840,FAM0053,3/6/2016,INV2016020045,896,TuitionExpress,Family payment
PMID0000000007123,ChildA-1877,IND0482,3/2/2016,INV2016020046,1323,TuitionExpress,Family payment
PMID0000000007124,ChildA-1899,IND0449,3/5/2016,INV2016020047,1106,TuitionExpress,Family payment
PMID0000000007125,ChildA-1917,FAM0422,3/8/2016,INV2016020048,1105,TuitionExpress,Family payment
PMID0000000007126,ChildA-1998,FAM0789,3/9/2016,INV2016020049,1500,TuitionExpress,Family payment
PMID0000000007127,ChildA-2049,SUB001,4/4/2016,INV2016020050,1106,Wire Transfer,Subsidy payment
PMID0000000007128,ChildA-2076,IND0614,3/3/2016,INV2016020051,896,ACH,Family payment
PMID0000000007129,ChildA-2092,IND0653,2/29/2016,INV2016020052,1323,TuitionExpress,Family payment
PMID0000000007130,ChildA-2096,IND0042,3/7/2016,INV2016020053,896,TuitionExpress,Family payment
PMID0000000007131,ChildA-2163,FAM0225,3/10/2016,INV2016020054,828.59,TuitionExpress,Family payment
PMID0000000007132,ChildA-2163,FAM0225,3/4/2016,INV2016020055,896,TuitionExpress,Family payment
PMID0000000007133,ChildA-2313,IND0437,3/23/2016,INV2016020056,1106,TuitionExpress,Family payment
PMID0000000007134,ChildA-2358,IND0026,2/29/2016,INV2016020057,896,TuitionExpress,Family payment
PMID0000000007135,ChildA-2445,IND0875,3/6/2016,INV2016020058,1284,TuitionExpress,Family payment
PMID0000000007136,ChildA-1025,FAM0247,4/9/2016,INV2016030001,1106,TuitionExpress,Family payment
PMID0000000007137,ChildA-1025,FAM0247,4/4/2016,INV2016030002,1106,TuitionExpress,Family payment
PMID0000000007138,ChildA-1066,IND0651,4/23/2016,INV2016030003,1105,TuitionExpress,Family payment
PMID0000000007139,ChildA-1082,FAM0618,4/23/2016,INV2016030004,1106,TuitionExpress,Family payment
PMID0000000007140,ChildA-1087,FAM0671,4/2/2016,INV2016030005,1106,TuitionExpress,Family payment
PMID0000000007141,ChildA-1100,IND0561,4/9/2016,INV2016030006,1106,TuitionExpress,Family payment
PMID0000000007142,ChildA-1122,IND0364,4/4/2016,INV2016030007,1106,TuitionExpress,Family payment
PMID0000000007143,ChildA-1124,IND0838,4/6/2016,INV2016030008,896,TuitionExpress,Family payment
PMID0000000007144,ChildA-1180,FAM0487,4/2/2016,INV2016030009,1106,TuitionExpress,Family payment
PMID0000000007145,ChildA-1211,FAM0765,4/4/2016,INV2016030010,896,Check,Family payment
PMID0000000007146,ChildA-1221,FAM0520,4/9/2016,INV2016030011,1323,TuitionExpress,Family payment
PMID0000000007147,ChildA-1258,IND0324,4/2/2016,INV2016030012,896,TuitionExpress,Family payment
PMID0000000007148,ChildA-1294,IND0841,4/10/2016,INV2016030013,540,TuitionExpress,Family payment
PMID0000000007149,ChildA-1339,FAM0322,4/4/2016,INV2016030014,1106,TuitionExpress,Family payment
PMID0000000007150,ChildA-1339,FAM0322,4/8/2016,INV2016030015,1106,TuitionExpress,Family payment
PMID0000000007151,ChildA-1349,IND0408,4/4/2016,INV2016030016,1323,TuitionExpress,Family payment
PMID0000000007152,ChildA-1358,FAM0347,4/4/2016,INV2016030017,1106,TuitionExpress,Family payment
PMID0000000007153,ChildA-1423,FAM0368,3/31/2016,INV2016030018,540,TuitionExpress,Family payment
PMID0000000007154,ChildA-1440,FAM0721,4/10/2016,INV2016030019,540,Check,Family payment
PMID0000000007155,ChildA-1445,IND0620,4/27/2016,INV2016030020,1500,TuitionExpress,Family payment
PMID0000000007156,ChildA-1452,FAM0709,4/7/2016,INV2016030021,896,TuitionExpress,Family payment
PMID0000000007157,ChildA-1461,FAM0215,4/1/2016,INV2016030022,1106,TuitionExpress,Family payment
PMID0000000007158,ChildA-1461,FAM0215,4/1/2016,INV2016030023,1106,Check,Family payment
PMID0000000007159,ChildA-1467,FAM0405,4/4/2016,INV2016030024,896,TuitionExpress,Family payment
PMID0000000007160,ChildA-1482,FAM0468,4/10/2016,INV2016030025,1106,TuitionExpress,Family payment
PMID0000000007161,ChildA-1482,FAM0897,4/7/2016,INV2016030026,1106,TuitionExpress,Family payment
PMID0000000007162,ChildA-1482,FAM0897,4/8/2016,INV2016030027,1013.95,TuitionExpress,Family payment
PMID0000000007163,ChildA-1485,IND0129,4/6/2016,INV2016030028,540,TuitionExpress,Family payment
PMID0000000007164,ChildA-1502,FAM0389,4/4/2016,INV2016030029,540,TuitionExpress,Family payment
PMID0000000007165,ChildA-1537,FAM1011,4/24/2016,INV2016030030,1106,TuitionExpress,Family payment
PMID0000000007166,ChildA-1550,FAM0376,3/31/2016,INV2016030031,896,TuitionExpress,Family payment
PMID0000000007167,ChildA-1591,FAM0047,4/6/2016,INV2016030032,896,TuitionExpress,Family payment
PMID0000000007168,ChildA-1591,FAM0047,4/4/2016,INV2016030033,896,Check,Family payment
PMID0000000007169,ChildA-1648,FAM0373,4/9/2016,INV2016030034,1106,TuitionExpress,Family payment
PMID0000000007170,ChildA-1662,FAM0748,4/8/2016,INV2016030035,896,TuitionExpress,Family payment
PMID0000000007171,ChildA-1698,FAM1010,4/3/2016,INV2016030036,540,TuitionExpress,Family payment
PMID0000000007172,ChildA-1700,FAM0204,4/9/2016,INV2016030037,896,TuitionExpress,Family payment
PMID0000000007173,ChildA-1700,SUB001,5/1/2016,INV2016030038,896,Wire Transfer,Subsidy payment
PMID0000000007174,ChildA-1718,FAM0219,4/10/2016,INV2016030039,1105,Check,Family payment
PMID0000000007175,ChildA-1718,FAM0219,4/3/2016,INV2016030040,1105,TuitionExpress,Family payment
PMID0000000007176,ChildA-1746,SUB001,4/20/2016,INV2016030041,1500,Agency ACH,Subsidy payment
PMID0000000007177,ChildA-1760,FAM0277,4/5/2016,INV2016030042,896,TuitionExpress,Family payment
PMID0000000007178,ChildA-1781,FAM0922,4/5/2016,INV2016030043,1323,TuitionExpress,Family payment
PMID0000000007179,ChildA-1781,FAM0922,4/9/2016,INV2016030044,1323,TuitionExpress,Family payment
PMID0000000007180,ChildA-1839,IND0750,3/31/2016,INV2016030045,1106,Check,Family payment
PMID0000000007181,ChildA-1840,FAM0053,4/6/2016,INV2016030046,896,ACH,Family payment
PMID0000000007182,ChildA-1877,IND0482,4/9/2016,INV2016030047,1323,TuitionExpress,Family payment
PMID0000000007183,ChildA-1899,IND0449,3/31/2016,INV2016030048,1106,TuitionExpress,Family payment
PMID0000000007184,ChildA-1917,FAM0422,4/1/2016,INV2016030049,1105,TuitionExpress,Family payment
PMID0000000007185,ChildA-1998,FAM0789,4/8/2016,INV2016030050,1500,TuitionExpress,Family payment
PMID0000000007186,ChildA-2049,SUB001,5/14/2016,INV2016030051,995.4,Wire Transfer,Subsidy payment
PMID0000000007187,ChildA-2049,ChildA-2049-FAM,4/8/2016,INV2016030051,110.6,TuitionExpress,Family payment
